source code,name,Canadian Heritage region code,"Canadian Heritage region name, english","Canadian Heritage region name, french",province code,"province name, english","province name, french",economic region code,"economic region name, english","economic region name, french",census division code,"census division name, english","census division name, french",census subdivision code,census subdivision name,dissemination area code,census metropolitan area code,census metropolitan area name,census metropolitan area type,Statistical Area Classification (SAC) type,Statistical Area Classification (SAC) code,latitude,longitude
59_034_03,Centennial Park Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909052,Abbotsford,59090110,59932,Abbotsford - Mission,cma,1,932,49.047594,-122.315436
59_034_05,Chief Dan George Middle,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909052,Abbotsford,59090125,59932,Abbotsford - Mission,cma,1,932,49.066409,-122.313733
59_034_01,Clearbrook Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909052,Abbotsford,59090792,59932,Abbotsford - Mission,cma,1,932,49.068147,-122.338004
59_034_02,Margaret Stenersen Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909052,Abbotsford,59090058,59932,Abbotsford - Mission,cma,1,932,49.057227,-122.270566
59_034_06,Sandy Hill Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909052,Abbotsford,59090049,59932,Abbotsford - Mission,cma,1,932,49.07144,-122.249331
59_034_04,W J Mouat Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909052,Abbotsford,59090103,59932,Abbotsford - Mission,cma,1,932,49.058918,-122.329
59_070_01,Alberni District Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5923,Alberni-Clayoquot,Alberni-Clayoquot,5923008,Port Alberni,59230143,59940,Port Alberni,ca with no census tracts,3,940,49.250946,-124.805999
59_070_03,Alberni Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5923,Alberni-Clayoquot,Alberni-Clayoquot,5923008,Port Alberni,59230106,59940,Port Alberni,ca with no census tracts,3,940,49.260828,-124.807501
59_070_02,Eric J Dunn Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5923,Alberni-Clayoquot,Alberni-Clayoquot,5923008,Port Alberni,59230127,59940,Port Alberni,ca with no census tracts,3,940,49.234727,-124.786401
35_B28010_186783,Esten Park Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3557,Algoma,Algoma,3557041,Elliot Lake,35570349,35582,Elliot Lake,ca with no census tracts,3,582,46.371799,-82.62058
35_B28010_202614,Francis H Clergue Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3557,Algoma,Algoma,3557061,Sault Ste. Marie,35570060,35590,Sault Ste. Marie,ca with census tracts,2,590,46.518071,-84.310249
35_B28010_490822,Rosedale Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3557,Algoma,Algoma,3557061,Sault Ste. Marie,35570100,35590,Sault Ste. Marie,ca with census tracts,2,590,46.523881,-84.314724
35_B28010_958050,Superior Heights Collegiate and Vocational School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3557,Algoma,Algoma,3557061,Sault Ste. Marie,35570386,35590,Sault Ste. Marie,ca with census tracts,2,590,46.540095,-84.334546
35_B67202_827681,Cathedrale Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100193,35521,Kingston,cma,1,521,44.231006,-76.49028
35_B67202_706264,Our Lady of Mount Carmel Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3511,Lennox and Addington,Lennox and Addington,3511005,Loyalist,35110092,35521,Kingston,cma,1,521,44.222388,-76.640601
35_B67202_752932,Regiopolis/Notre-Dame Catholic High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3510,Frontenac,Frontenac,3510010,Kingston,35100180,35521,Kingston,cma,1,521,44.24388,-76.493957
35_B67202_831840,St Mary Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3512,Hastings,Hastings,3512015,Quinte West,35120322,35522,Belleville,ca with census tracts,2,522,44.108565,-77.566616
35_B67202_834688,St Michael Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3512,Hastings,Hastings,3512005,Belleville,35120107,35522,Belleville,ca with census tracts,2,522,44.16866,-77.382889
35_B67202_845493,St Peter Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3515,Kingston - Pembroke,Kingston - Pembroke,cd3512,Hastings,Hastings,3512015,Quinte West,35120325,35522,Belleville,ca with census tracts,2,522,44.099661,-77.579328
13_1572_01,Arnold H. McLeod School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070049,13305,Moncton,cma,1,305,46.109526,-64.752929
13_1569_02,Bernice MacNaughton High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070114,13305,Moncton,cma,1,305,46.082289,-64.824206
13_1504_03,Bessborough School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070139,13305,Moncton,cma,1,305,46.079474,-64.809723
13_1505_04,Birchmount School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070089,13305,Moncton,cma,1,305,46.099931,-64.828502
13_1702_05,Caledonia Regional High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1306,Albert,Albert,1306025,Hillsborough,13060058,13305,Moncton,cma,1,305,45.916642,-64.648157
13_1567_06,Claude D. Taylor School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1306,Albert,Albert,1306020,Riverview,13060022,13305,Moncton,cma,1,305,46.048691,-64.820092
13_1573_07,Edith Cavell School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070125,13305,Moncton,cma,1,305,46.091532,-64.787486
13_1576_08,Evergreen Park School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070325,13305,Moncton,cma,1,305,46.113188,-64.862358
13_1514_09,Forest Glen School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070062,13305,Moncton,cma,1,305,46.12134,-64.771992
13_1550_10,Frank L. Bowser School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1306,Albert,Albert,1306020,Riverview,13060009,13305,Moncton,cma,1,305,46.059745,-64.795541
13_1517_11,Harrison Trimble High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070116,13305,Moncton,cma,1,305,46.097606,-64.814067
13_1519_12,Hillcrest School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070115,13305,Moncton,cma,1,305,46.085276,-64.804527
13_1610_13,J.M.A. Armstrong/Salisbury Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307028,Salisbury,13070265,13305,Moncton,cma,1,305,46.02262,-65.044116
13_1571_14,Lewisville Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070051,13305,Moncton,cma,1,305,46.106795,-64.74601
13_1574_15,Lou MacNarin School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307045,Dieppe,13070037,13305,Moncton,cma,1,305,46.09638,-64.739472
13_1528_16,Magnetic Hill School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1308,Kent,Kent,1308008,Saint-Paul,13080095,13305,Moncton,cma,1,305,46.338575,-65.048032
13_1402_17,Marshview Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307009,Sackville,13070301,0,0,0,5,997,45.891215,-64.370911
13_1539_18,Moncton High School ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070132,13305,Moncton,cma,1,305,46.095424,-64.780005
13_1577_19,Northrop Frye School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070324,13305,Moncton,cma,1,305,46.123684,-64.884643
13_1604_20,Petitcodiac Regional School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307029,Petitcodiac,13070269,0,0,0,5,997,45.927075,-65.172589
13_1416_21,Port Elgin Regional School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307002,Port Elgin,13070307,0,0,0,6,998,46.045793,-64.091211
13_1547_22,Queen Elizabeth School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070078,13305,Moncton,cma,1,305,46.100581,-64.803624
13_1578_23,Riverview East School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1306,Albert,Albert,1306020,Riverview,,13305,Moncton,cma,1,305,46.0684,-64.7779
13_1570_24,Riverview High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1306,Albert,Albert,1306020,Riverview,13060017,13305,Moncton,cma,1,305,46.050644,-64.811651
13_1549_25,Riverview Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1306,Albert,Albert,1306020,Riverview,13060009,13305,Moncton,cma,1,305,46.062894,-64.79629
13_1417_26,Salem Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307009,Sackville,13070304,0,0,0,5,997,45.889771,-64.378795
13_1607_27,Salisbury Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307028,Salisbury,13070265,13305,Moncton,cma,1,305,46.026355,-65.039975
13_1553_28,Shediac Cape School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307016,Shediac,13070249,0,0,0,4,996,46.263815,-64.579672
13_1559_29,Sunny Brae Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307022,Moncton,13070067,13305,Moncton,cma,1,305,46.106501,-64.777042
13_1411_30,Tantramar Regional High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1307,Westmorland,Westmorland,1307009,Sackville,13070297,0,0,0,5,997,45.910202,-64.372897
13_1551_31,West Riverview School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1306,Albert,Albert,1306020,Riverview,13060031,13305,Moncton,cma,1,305,46.062303,-64.810853
13_4201_01,Bathurst High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1315,Gloucester,Gloucester,1315011,Bathurst,13150272,13328,Bathurst,ca with no census tracts,3,328,47.614984,-65.651543
13_4055_02,Bonar Law Memorial School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1308,Kent,Kent,1308017,Rexton,13080079,0,0,0,6,998,46.640029,-64.857606
13_3806_03,Campbellton Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1314,Restigouche,Restigouche,1314014,Campbellton,13140115,13330,Campbellton,ca with no census tracts,3,330,48.00141,-66.672569
13_0856_04,Croft Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1309,Northumberland,Northumberland,1309050,Miramichi,13090152,13329,Miramichi,ca with no census tracts,3,329,46.997517,-65.575787
13_3614_05,Dalhousie Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1314,Restigouche,Restigouche,1314017,Dalhousie,13140091,0,0,0,5,997,48.053106,-66.39964
13_3615_06,Dalhousie Regional High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1314,Restigouche,Restigouche,1314017,Dalhousie,13140091,0,0,0,5,997,48.053106,-66.39964
13_1025_07,Dr. Losier Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1309,Northumberland,Northumberland,1309050,Miramichi,13090136,13329,Miramichi,ca with no census tracts,3,329,47.024907,-65.457709
13_4056_08,Eleanor W. Graham Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1308,Kent,Kent,1308017,Rexton,13080079,0,0,0,6,998,46.636736,-64.867287
13_0858_09,Gretna Green Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1309,Northumberland,Northumberland,1309011,Derby,13090199,13329,Miramichi,ca with no census tracts,3,329,46.905767,-65.642853
13_0812_10,Harkins Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1309,Northumberland,Northumberland,1309050,Miramichi,13090147,13329,Miramichi,ca with no census tracts,3,329,47.003833,-65.570234
13_1020_11,James M. Hill Memorial High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1309,Northumberland,Northumberland,1309050,Miramichi,13090136,13329,Miramichi,ca with no census tracts,3,329,47.024907,-65.457709
13_3613_12,L.E. Reinsborough School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1314,Restigouche,Restigouche,1314017,Dalhousie,13140087,0,0,0,5,997,48.057919,-66.365844
13_3803_13,Lord Beaverbrook School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1314,Restigouche,Restigouche,1314014,Campbellton,13140116,13330,Campbellton,ca with no census tracts,3,330,47.999965,-66.681193
13_0811_14,Miramichi Valley High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1309,Northumberland,Northumberland,1309050,Miramichi,13090149,13329,Miramichi,ca with no census tracts,3,329,47.007374,-65.580653
13_4260_15,Parkwood Heights Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1315,Gloucester,Gloucester,1315011,Bathurst,13150271,13328,Bathurst,ca with no census tracts,3,328,47.633794,-65.694366
13_4017_16,Rexton Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1320,Moncton - Richibucto,Moncton - Richibucto,cd1308,Kent,Kent,1308017,Rexton,13080079,0,0,0,6,998,46.640442,-64.87035
13_1018_17,St. Andrews Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1309,Northumberland,Northumberland,1309050,Miramichi,13090128,13329,Miramichi,ca with no census tracts,3,329,47.037302,-65.461779
13_3823_18,Sugarloaf Senior High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1314,Restigouche,Restigouche,1314014,Campbellton,13140115,13330,Campbellton,ca with no census tracts,3,330,47.997876,-66.674483
13_4207_19,Superior Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1315,Gloucester,Gloucester,1315011,Bathurst,13150231,13328,Bathurst,ca with no census tracts,3,328,47.621565,-65.670016
13_4261_20,Terry Fox Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1310,Campbellton - Miramichi,Campbellton - Miramichi,cd1315,Gloucester,Gloucester,1315011,Bathurst,13150272,13328,Bathurst,ca with no census tracts,3,328,47.598738,-65.668847
13_2003_21,Barnhill Memorial School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010083,13310,Saint John,cma,1,310,45.254247,-66.10282
13_2066_22,Bayside Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010033,13310,Saint John,cma,1,310,45.284259,-66.040394
13_2005_23,Beaconsfield Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010077,13310,Saint John,cma,1,310,45.251004,-66.079104
13_1945_24,Belleisle Regional High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305034,Springfield,13050207,0,0,0,5,997,45.700427,-65.822696
13_1930_25,Fairvale Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305045,Rothesay,13050172,13310,Saint John,cma,1,310,45.405966,-65.98454
13_2013_26,Forest Hills School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010019,13310,Saint John,cma,1,310,45.312522,-66.007263
13_2111_27,Fundy High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1302,Charlotte,Charlotte,1302018,St. George,13020057,0,0,0,6,998,45.125961,-66.810351
13_1939_28,Hampton Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305007,Hampton,13050199,13310,Saint John,cma,1,310,45.518503,-65.839892
13_1947_29,Hampton High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305007,Hampton,13050199,13310,Saint John,cma,1,310,45.516122,-65.837402
13_1921_30,Hampton Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305007,Hampton,13050197,13310,Saint John,cma,1,310,45.538208,-65.826849
13_2060_31,Harbour View High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010151,13310,Saint John,cma,1,310,45.267081,-66.083015
13_1929_32,Harry Miller Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305057,Quispamsis,13050171,13310,Saint John,cma,1,310,45.402784,-65.973454
13_2019_33,Havelock School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010077,13310,Saint John,cma,1,310,45.250894,-66.080402
13_1941_34,Kennebecasis Valley High School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305014,Kingston,13050153,13310,Saint John,cma,1,310,45.396657,-66.007768
13_1943_35,Lakefield Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305057,Quispamsis,13050159,13310,Saint John,cma,1,310,45.416983,-65.97193
13_2030_36,Loch Lomond School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010144,13310,Saint John,cma,1,310,45.334123,-65.899986
13_1925_37,Macdonald Consolidated School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305014,Kingston,13050192,13310,Saint John,cma,1,310,45.482329,-66.020515
13_2065_38,Millidgeville North School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010133,13310,Saint John,cma,1,310,45.293694,-66.113308
13_2041_39,Princess Elizabeth School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1301,Saint John,Saint John,1301006,Saint John,13010120,13310,Saint John,cma,1,310,45.282879,-66.069943
13_1932_40,Quispamsis Elementary School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305057,Quispamsis,13050129,13310,Saint John,cma,1,310,45.413115,-65.957985
13_1946_41,Quispamsis Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305057,Quispamsis,13050159,13310,Saint John,cma,1,310,45.423661,-65.968487
13_2072_42,River Valley Middle School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr13,New Brunswick,Nouveau-Brunswick,er1330,Saint John - St. Stephen,Saint John - St. Stephen,cd1305,Kings,Kings,1305015,Grand Bay-Westfield,13050180,13310,Saint John,cma,1,310,45.319765,-66.199425
